timestamp,emg1,emg2,emg3,emg4,emg5,emg6,emg7,emg8
1622149418298869,-7,-13,12,21,4,11,7,-1
1622149418298869,-1,26,-7,-5,15,-30,-11,-6
1622149418313849,18,-4,-8,-7,-24,9,-24,-2
1622149418313849,5,6,-3,3,-22,5,-13,2
1622149418314846,-10,-18,4,-14,7,-2,-2,-5
1622149418314846,-9,-7,5,-3,-1,2,-1,-5
1622149418329778,20,12,-9,2,7,1,4,1
1622149418329778,-30,-7,-4,5,1,-5,2,3
1622149418335789,14,5,-10,-27,1,8,28,6
1622149418335789,-10,2,-2,-2,-16,4,-33,-5
1622149418350819,-12,-13,4,7,7,-3,46,2
1622149418350819,12,-15,-13,-3,0,3,-17,-9
1622149418358789,0,24,-4,-27,9,-14,-13,7
1622149418358789,1,-14,-9,-18,-17,-5,-2,-3
1622149418373832,-14,3,0,7,-19,21,1,6
1622149418373832,0,2,6,6,29,-19,17,-20
1622149418374845,-5,-10,-4,-3,-6,8,1,1
1622149418374845,5,1,-8,-1,-10,-10,-6,0
1622149418389777,0,-9,-7,-9,-7,1,-14,-13
1622149418389777,2,-4,21,24,1,1,-2,11
1622149418395762,-5,1,1,2,11,-12,11,3
1622149418395762,23,3,-8,-2,-3,5,-4,-4
1622149418410819,-37,-20,-5,-9,3,-2,0,-5
1622149418410819,2,11,-15,-6,-12,-17,-26,6
1622149418418873,7,9,48,12,-1,11,-4,-2
1622149418418873,7,-10,2,23,5,-6,32,5
1622149418433816,-2,7,6,-10,-15,-7,-12,15
1622149418433816,-2,-6,-15,-17,20,3,-21,-8
1622149418434795,3,-1,-22,-10,-10,6,-12,-6
1622149418434795,-5,-8,22,30,-10,-15,22,7
1622149418449752,1,9,-7,-6,11,5,-5,-18
1622149418449752,-6,3,0,-6,-11,12,4,-16
1622149418455764,3,-8,-11,3,11,3,1,12
1622149418455764,-4,-7,6,-4,18,1,25,21
1622149418470697,8,-1,-18,-6,0,2,2,-6
1622149418470697,8,8,16,5,2,-3,-26,6
1622149418478896,-18,-2,-4,-4,-21,-29,23,-13
1622149418478896,9,4,-13,-3,21,16,-12,2
1622149418493819,3,-15,1,-6,-20,-20,9,2
1622149418493819,24,18,-5,-11,-24,10,-10,-13
1622149418494788,-14,-1,13,29,-10,-21,-1,14
1622149418494788,-18,0,1,-18,9,19,18,-12
1622149418509791,18,-11,-10,2,7,-7,-30,5
1622149418509791,6,7,2,-4,-7,-8,12,-10
1622149418515857,3,-9,-15,-8,5,14,-13,-24
1622149418515857,-6,2,4,-19,-13,7,-15,23
1622149418530968,6,16,8,17,20,4,12,-15
1622149418530968,-14,-14,3,0,-27,5,38,17
1622149418538920,12,1,-7,-9,4,-8,-54,-42
1622149418538920,-25,-4,-2,25,14,16,12,-6
1622149418553791,-7,-3,-4,-4,19,-10,-16,-11
1622149418553791,7,2,-9,-16,-36,-10,3,10
1622149418554760,18,-2,3,3,-15,2,4,5
1622149418554760,-18,-12,-1,-9,7,1,-2,-10
1622149418569981,3,21,2,-4,5,5,24,4
1622149418569981,-13,2,-8,12,-1,-7,-27,-1
1622149418575805,9,-2,6,-7,15,4,16,8
1622149418575805,5,-10,-11,-7,-19,-19,-55,-7
1622149418590772,3,15,27,10,-15,1,54,10
1622149418590772,-5,-8,-5,-1,21,19,9,-1
1622149418598776,-2,1,-4,5,-13,20,8,14
1622149418598776,1,-5,-5,-11,-4,-27,-3,-6
1622149418613711,-8,-5,-7,-5,12,9,1,-1
1622149418613711,1,18,7,7,11,-7,-38,-5
1622149418620721,-5,-4,-12,3,-2,7,11,14
1622149418620721,13,-5,20,29,-2,-6,19,17
1622149418630759,-10,-10,-16,-11,-17,1,-17,-23
1622149418630759,-1,2,-1,1,30,8,-3,5
1622149418635745,-1,-6,-5,-8,-24,9,0,4
1622149418635745,-12,-6,-11,-27,0,3,1,-8
1622149418650875,0,-8,0,19,-19,-6,-11,19
1622149418650875,4,1,5,-1,15,7,19,4
1622149418658894,-6,13,-4,4,12,-11,-5,-7
1622149418658894,5,-4,7,-4,-10,-18,-35,-10
1622149418673904,2,-3,1,-7,6,0,36,5
1622149418673904,-22,-3,-10,-3,17,1,-12,-11
1622149418681022,6,-8,9,2,-21,-2,12,0
1622149418681022,11,21,-3,-1,-4,-20,-13,3
1622149418690000,-8,9,-5,15,15,-16,-11,1
1622149418690000,-9,-5,11,-3,-26,-9,-41,-14
1622149418696452,0,1,8,-9,17,-5,20,6
1622149418696452,2,-5,-7,4,-7,38,28,6
1622149418711421,-8,-13,-9,-5,-8,-5,-15,-16
1622149418711421,15,10,11,9,-9,-10,8,25
1622149418718789,-3,-9,0,6,12,-6,-24,-2
1622149418718789,-5,6,3,0,11,16,54,3
1622149418733937,28,-3,-13,-13,-9,1,-32,-10
1622149418733937,-25,-26,4,6,-4,4,10,-9
1622149418740839,-14,31,0,0,22,-12,-24,22
1622149418740839,7,5,11,11,-7,18,35,1
1622149418749868,-7,-11,-5,-19,-2,-3,-13,2
1622149418749868,10,-4,-21,-3,-1,0,1,-9
1622149418755737,3,-3,24,6,-19,4,-12,2
1622149418755737,-8,-5,-9,-11,15,13,30,-10
1622149418771396,-3,-2,-4,0,-26,-23,-23,14
1622149418771396,0,6,3,-11,9,13,8,2
1622149418778023,-2,-3,-15,-4,-3,-7,-15,-5
1622149418778023,0,2,-2,3,-15,2,1,-6
1622149418793508,6,-6,1,-9,13,10,0,3
1622149418793508,-2,-3,9,1,-19,1,20,2
1622149418801337,-20,-3,-7,1,4,-31,-10,-7
1622149418801337,7,4,0,16,-7,-6,-34,-10
1622149418817096,0,0,-11,-13,12,15,30,16
1622149418817096,-7,-3,-1,5,3,-20,-16,-6
1622149418817932,1,-4,6,7,12,14,18,0
1622149418817932,-7,-7,-3,-9,-8,-29,-34,-15
1622149418830976,2,-1,15,33,-22,7,18,12
1622149418830976,8,3,-11,-25,12,13,-5,15
1622149418838920,1,-12,-2,3,-12,17,3,-13
1622149418838920,-4,-3,-14,-10,29,-5,-39,-10
1622149418853738,0,5,-1,0,-13,-8,16,-7
1622149418853738,2,3,9,-3,-4,7,17,4
1622149418861370,-3,-7,-9,-8,15,-3,10,1
1622149418861370,7,7,-2,-1,-19,-1,-10,-9
1622149418877082,-12,5,13,-4,-9,-17,-32,-6
1622149418877082,13,-2,2,19,12,11,-1,-5
1622149418877082,5,-4,-1,9,8,-23,6,24
1622149418877082,5,-5,6,-8,16,6,5,-20
1622149418890950,-19,-5,-11,7,17,6,-18,10
1622149418890950,3,4,19,-4,-41,-13,15,-2
1622149418898014,3,-6,-4,-4,11,22,28,4
1622149418898014,2,-1,-10,-6,-19,-18,-44,10
1622149418913874,9,3,5,0,15,13,3,-10
1622149418913874,-6,-8,-15,-3,17,7,15,2
1622149418929572,1,5,-6,-13,-34,-19,-9,-15
1622149418929572,-3,2,1,2,14,3,11,11
1622149418936793,-7,-1,-7,-3,-17,8,-9,-12
1622149418936793,1,0,6,5,-2,7,7,-1
1622149418937780,3,-5,-15,-7,-6,-7,-18,10
1622149418937780,-4,4,12,-5,8,-10,3,-3
1622149418950843,3,0,16,8,6,12,23,11
1622149418950843,0,1,-7,-7,-2,5,4,9
1622149418958968,-5,-6,-20,-12,0,-2,-5,-17
1622149418958968,-7,6,14,1,14,18,3,7
1622149418973819,2,-1,-4,-4,-3,-14,-23,-3
1622149418973819,-5,-7,-3,-4,-4,-15,-12,-12
1622149418980821,-2,4,14,16,10,9,-5,-4
1622149418980821,-5,-1,6,12,9,-20,20,13
1622149418996980,9,-2,-3,-7,-15,18,-3,-5
1622149418996980,-4,5,-13,-20,5,-16,-8,4
1622149418997876,-1,-4,1,-1,-1,5,19,-4
1622149418997876,13,-1,1,26,-6,-6,-3,8
1622149419011468,-7,-1,0,-5,-6,-3,7,0
1622149419011468,0,-9,-15,-2,-2,-1,-26,-8
1622149419019337,17,8,7,-18,-3,-2,-1,3
1622149419019337,-29,-3,-1,9,-5,13,11,-9
1622149419033016,13,-16,-6,-4,11,-19,-45,-6
1622149419033016,-9,7,-8,0,-2,0,31,-3
1622149419041394,-5,15,10,5,-9,5,10,-4
1622149419041394,3,-6,-17,-18,-2,-6,0,-10
1622149419057009,-6,-8,-5,-12,-24,-17,12,6
1622149419057009,-7,-4,17,16,-15,15,-42,-19
1622149419057009,1,-1,-3,-11,4,-19,21,23
1622149419057009,7,6,21,32,2,2,5,16
1622149419072330,-11,3,-11,-12,11,-10,6,-2
1622149419072330,8,-4,-4,1,3,2,-13,-32
1622149419086850,-10,-14,-3,0,6,3,-12,-10
1622149419086850,4,13,-10,-28,-27,-5,10,5
1622149419093858,-8,-3,-8,19,15,12,7,-3
1622149419093858,23,3,8,-10,2,-22,2,15
1622149419108811,10,-9,-14,-2,-10,4,-24,-10
1622149419108811,-18,-7,-4,-23,-13,-11,-5,-9
1622149419116766,1,1,6,18,12,26,7,-8
1622149419116766,-4,-6,-6,-5,-1,-15,-17,6
1622149419117765,-4,1,-9,-1,3,4,11,-3
1622149419117765,9,-6,8,7,12,13,-29,-4
1622149419130907,-10,4,3,-16,-16,-16,10,-4
1622149419130907,1,-3,-6,-3,21,-6,53,23
1622149419147071,0,-6,-3,0,-11,19,-6,1
1622149419147071,-2,13,5,12,-16,-9,11,15
1622149419153903,-5,-20,-11,-6,5,10,-8,-13
1622149419153903,-23,31,25,12,-16,2,-9,-4
1622149419160885,22,-1,-6,-4,4,-21,-1,17
1622149419160885,18,-5,-14,-18,-26,1,-2,-24
1622149419191885,-31,-4,21,6,7,-7,-3,2
