timestamp,emg1,emg2,emg3,emg4,emg5,emg6,emg7,emg8
1615920396858193,-1,0,4,0,8,-2,-6,0
1615920396858193,-2,-1,-2,7,-23,5,5,-3
1615920396865167,1,1,6,0,0,-2,-7,0
1615920396865167,-1,-2,-9,-2,28,9,-1,0
1615920396882122,1,2,-3,-7,-10,-8,25,2
1615920396882122,-1,-2,2,-9,-5,-12,-8,0
1615920396888105,-3,-6,-5,9,24,8,-1,-2
1615920396888105,1,-2,-3,-3,-22,-4,-5,-1
1615920396895087,-2,-2,-3,-5,-15,3,6,1
1615920396895087,0,-2,3,0,50,12,-6,1
1615920396904063,-3,-1,0,-5,-5,-20,-10,-2
1615920396904063,-2,-1,2,5,4,-11,4,-1
1615920396919024,-2,-1,-8,-4,-8,-7,-21,-3
1615920396919024,-2,-1,1,12,-5,3,5,-1
1615920396927002,-1,1,3,-7,-5,7,1,1
1615920396927002,0,-2,1,2,-1,4,21,2
1615920396940964,0,-1,-8,-5,5,-4,-22,-4
1615920396940964,-1,1,18,14,-7,-3,3,-1
1615920396956023,-1,-3,-7,-6,2,-1,-1,-1
1615920396956023,-2,0,3,-2,-11,-9,5,0
1615920396956922,1,-1,-1,-7,-9,4,2,-1
1615920396956922,-2,0,-8,-1,17,5,-1,-2
1615920396964900,-2,-2,-9,-11,-2,5,-3,-1
1615920396964900,-1,2,14,15,-5,-2,-14,-3
1615920396986866,0,-4,-1,-1,7,-4,21,4
1615920396986866,-3,0,-1,3,-56,0,-37,-5
1615920396988836,-2,-3,-3,-11,4,0,7,-1
1615920396988836,-2,-4,-12,1,7,11,-11,-1
1615920397000828,-2,2,12,0,2,-1,2,-2
1615920397000828,2,3,5,-7,-3,-26,14,-1
1615920397007812,-1,-1,-4,1,-6,4,-17,-4
1615920397007812,1,0,-1,-1,-3,-7,-6,1
1615920397015765,-3,-4,-3,-1,-6,7,0,0
1615920397015765,-1,-4,-9,-6,5,8,10,3
1615920397024740,2,3,3,1,-6,-8,-6,1
1615920397024740,2,0,-9,-12,1,-8,1,-2
1615920397038729,-1,2,6,13,2,4,-10,-1
1615920397038729,-2,-2,-1,7,1,-7,18,1
1615920397045810,-1,-2,-2,-1,-6,-3,-23,-2
1615920397045810,-1,-2,-5,0,-16,1,5,0
1615920397060672,-1,-2,-7,-15,10,4,-1,-1
1615920397060672,-1,-4,-11,-3,-16,-8,1,-1
1615920397067654,1,4,30,17,5,2,14,0
1615920397067654,-1,-2,0,-5,-2,-7,-3,-1
1615920397075632,0,-1,-7,0,-18,-2,-6,-3
1615920397075632,0,0,-3,2,24,4,-2,2
1615920397092167,-2,-4,-9,-11,-6,-2,5,-1
1615920397092167,-1,0,-3,-1,2,-1,-7,0
1615920397098251,0,2,7,9,0,2,3,-1
1615920397098251,-3,-3,-6,-5,28,6,-3,-4
1615920397105133,-1,-2,-8,0,-64,-5,-4,-4
1615920397105133,-1,-2,10,-4,9,4,4,1
1615920397121171,-2,-4,-9,-4,4,-13,-9,0
1615920397121171,2,1,1,-4,2,3,0,1
1615920397128156,0,0,-4,6,22,3,-2,-1
1615920397128156,-2,0,4,-1,-14,1,0,-2
1615920397152164,-3,-4,-11,-4,-10,-9,11,-2
1615920397152164,-1,1,16,-12,0,2,-17,0
1615920397153137,-2,-2,-9,5,7,4,2,-1
1615920397153137,0,-3,-10,5,-9,-15,6,-3
1615920397159149,-1,1,5,5,3,6,0,-3
1615920397159149,-1,-2,-4,-14,-4,0,22,0
