timestamp,emg1,emg2,emg3,emg4,emg5,emg6,emg7,emg8
1615918564890456,-1,0,-11,9,0,-2,0,0
1615918564890456,-3,0,-4,13,-3,-4,-2,-2
1615918564892450,-3,-2,-21,-10,-2,4,0,-1
1615918564892450,0,-3,-18,-8,-3,-1,5,0
1615918564904420,-1,-1,21,0,2,5,3,1
1615918564904420,-2,-4,-4,3,0,-5,-9,-3
1615918564911541,0,-5,-22,-14,-5,-15,-6,-4
1615918564911541,0,-2,-1,-2,-1,2,1,-1
1615918564927841,-1,-2,-9,4,0,-2,-4,1
1615918564927841,-1,2,0,-17,-1,3,3,0
1615918564928680,0,3,32,24,1,5,2,0
1615918564928680,-2,-1,-1,0,0,-2,0,-1
1615918564949540,1,-1,-20,-1,-4,0,6,3
1615918564949540,-2,1,13,1,0,-2,-18,-3
1615918564951534,-1,0,-3,-5,-1,4,-5,1
1615918564951534,-2,-5,-25,-24,-1,-7,4,-2
1615918564964503,-3,-3,23,22,0,-1,0,-3
1615918564964503,0,1,13,-9,-1,0,4,3
1615918564971503,-2,-2,-12,3,0,-1,-3,2
1615918564971503,-1,-2,-21,-10,-1,2,-2,-1
1615918564987439,2,-1,-1,-11,-2,-2,-5,-2
1615918564987439,-2,1,15,10,-2,-3,0,-2
1615918564990435,-1,0,2,-13,-1,8,4,-2
1615918564990435,1,2,50,40,4,1,8,3
1615918565009742,-3,-1,-11,-22,-2,-8,4,-2
1615918565009742,-2,-2,-10,14,-2,-6,-21,-7
1615918565011714,-2,-1,-9,2,-1,5,4,-2
1615918565011714,-1,1,12,-3,-1,2,-1,2
1615918565023297,-2,-3,-4,18,2,3,-1,1
1615918565023297,2,0,-2,-20,0,6,7,1
1615918565032549,-3,-2,1,0,-2,-9,0,0
1615918565032549,1,2,-9,-11,0,5,3,1
1615918565055511,-3,-3,9,3,-2,0,-8,-4
1615918565055511,1,2,1,3,-1,-5,5,1
1615918565057483,1,-3,-16,-2,-2,-3,-6,-2
1615918565057483,1,6,19,8,1,2,4,-2
1615918565069477,-2,-4,-14,-21,-5,-4,-5,-3
1615918565069477,-1,-4,-13,-5,-3,1,2,1
1615918565071445,-1,-1,25,24,-3,7,6,2
1615918565071445,-6,-6,-23,-15,-4,-19,-3,-6
1615918565083415,-1,1,6,6,1,1,-22,-2
1615918565083415,-1,-2,-11,-10,-2,-2,12,0
1615918565098313,-2,-3,-21,-10,-1,-2,-14,-3
1615918565098313,0,1,-14,-10,-1,-1,3,0
1615918565107355,-1,2,28,25,0,4,3,1
1615918565107355,0,2,7,1,1,-3,0,-1
1615918565109356,-2,-4,-29,-35,1,2,2,-1
1615918565109356,1,3,37,40,-1,-3,-8,0
1615918565129535,0,-1,-24,-30,0,3,3,0
1615918565129535,1,-1,20,23,-2,0,-1,0
1615918565131503,1,-1,-6,1,0,0,1,0
1615918565131503,-5,-8,-22,-13,-3,2,-9,-3
1615918565143601,4,4,19,13,1,-2,3,0
1615918565143601,0,1,-13,-17,0,5,12,0
1615918565152577,0,3,40,16,-1,-3,-19,1
1615918565152577,-2,0,-19,-1,0,-5,2,0
1615918565167118,-2,-3,-2,2,-2,-4,1,0
1615918565167118,-1,-3,-22,-25,0,4,0,-3
1615918565169112,2,5,30,12,0,-3,5,2
1615918565169112,-2,-2,-2,-22,-2,2,-3,-1
1615918565190077,0,0,11,29,1,-7,0,-1
1615918565190077,1,-2,-1,-11,0,-1,-5,-2
1615918565192073,-3,-6,-34,-38,-3,3,1,-2
1615918565192073,1,1,19,3,0,1,3,-1
1615918565204057,1,5,22,32,1,1,5,1
1615918565204057,-3,-6,-17,-7,-3,6,-7,-1
1615918565212655,-1,1,10,6,-1,-11,-5,-2
1615918565212655,0,-4,-12,-14,0,5,2,-2
1615918565227479,-2,-3,-31,-14,0,-6,8,-1
1615918565227479,1,2,11,12,-1,-7,-15,0
1615918565229501,-1,-3,-19,-11,-4,1,2,-1
1615918565229501,-3,1,-8,-12,-2,-2,-1,-1
1615918565249565,-3,-3,12,20,0,2,2,-1
1615918565249565,-2,0,-1,2,1,0,0,0
1615918565251560,-2,-1,-18,-9,0,3,1,-2
1615918565251560,0,-2,-4,-2,-3,-4,0,2
1615918565263566,0,-4,-18,-21,-2,-7,-6,-3
1615918565263566,-1,4,45,52,1,-1,2,-1
1615918565272580,-1,-1,-10,-15,-2,-2,-1,-3
1615918565272580,-1,2,-11,10,2,1,5,0
1615918565286982,1,2,-4,-37,0,9,-3,0
1615918565286982,-3,-4,-12,6,-1,-13,1,-2
1615918565289976,-2,-2,13,-7,-1,-1,3,-2
1615918565289976,2,-2,17,36,0,2,-2,1
1615918565309922,-5,-3,-17,-22,-4,2,5,0
1615918565309922,-1,-1,1,-12,-2,-9,-16,-2
1615918565311942,-2,-2,-29,1,1,7,3,1
1615918565311942,0,-1,-10,-13,-1,1,0,1
1615918565332913,0,1,0,11,2,3,-1,-1
1615918565332913,-3,-4,-5,-18,-5,-5,6,-4
1615918565333911,1,6,50,39,2,-2,2,2
1615918565333911,-1,-4,-28,-21,-2,-5,-7,-3
1615918565354669,-2,-4,0,-4,-1,3,2,0
1615918565354669,1,-3,9,13,-2,5,2,1
1615918565356637,-1,-4,-30,-23,-2,-3,-2,-2
1615918565356637,1,2,26,0,-2,-2,-2,-2
1615918565386152,2,0,5,18,0,-8,-3,0
1615918565386152,-1,3,12,-18,-1,6,3,1
