timestamp,emg1,emg2,emg3,emg4,emg5,emg6,emg7,emg8
1615919158802750,-2,-1,-4,-2,19,3,1,-1
1615919158802750,0,-2,-1,-1,-2,3,2,-2
1615919158803675,-1,0,3,1,-24,-8,3,-1
1615919158803675,-2,-1,-4,-2,36,4,-2,-1
1615919158825712,0,0,-2,-6,15,9,9,1
1615919158825712,-2,-2,2,2,-13,-23,-23,-1
1615919158826674,2,0,-9,-3,17,9,12,2
1615919158826674,-1,-5,-4,-5,-10,-6,-11,0
1615919158839849,0,2,3,2,-34,3,6,-1
1615919158839849,-1,0,-3,1,9,4,6,1
1615919158840849,-2,-3,2,-1,15,10,13,-2
1615919158840849,0,1,-4,1,-19,-12,-12,-2
1615919158862840,-2,-3,1,-1,18,9,-5,-2
1615919158862840,-2,0,-5,-7,-13,-8,3,-3
1615919158863819,-3,-3,-7,1,17,2,10,-1
1615919158863819,-1,0,-1,-5,-11,-2,-19,-2
1615919158885786,-1,-4,0,1,-5,-4,-3,-2
1615919158885786,-4,-2,-1,-2,-3,6,-6,-1
1615919158886757,3,4,16,6,5,19,10,4
1615919158886757,0,1,9,2,26,-7,0,0
1615919158900665,1,-1,-5,-1,6,1,-3,0
1615919158900665,-2,-4,-10,-2,-4,0,1,0
1615919158900665,-1,-2,-1,-5,-2,1,-5,1
1615919158900665,-1,-1,1,0,-4,-3,17,-2
1615919158922701,-2,-3,-2,1,-14,0,-21,-2
1615919158922701,1,2,1,-7,1,4,-3,-1
1615919158923700,0,-3,-8,-5,-11,-12,1,1
1615919158923700,-2,-1,1,2,-1,3,-1,-2
1615919158945701,-1,2,0,3,19,-2,7,-1
1615919158945701,0,2,5,1,-12,-2,11,1
1615919158946619,-4,-5,-8,0,31,-12,-37,-4
1615919158946619,-1,-2,-1,0,-4,12,18,-1
1615919158960991,-1,0,-2,-4,-4,-13,-8,-2
1615919158960991,-1,-3,-2,2,14,10,-4,-1
1615919158960991,0,0,0,-4,17,-6,5,-2
1615919158960991,-1,0,-3,-3,-22,-24,1,0
1615919158983029,-2,-2,1,1,-3,2,3,0
1615919158983029,-2,0,6,3,-26,-5,2,-1
1615919158983960,0,-1,4,-1,-12,0,1,-1
1615919158983960,0,-4,-7,-1,6,-7,-2,2
1615919159006306,1,4,8,3,13,9,6,-3
1615919159006306,-2,-2,-10,-6,-6,-7,-9,-3
1615919159006884,-1,1,8,3,-26,-1,2,-1
1615919159006884,1,3,0,-1,3,7,-2,0
1615919159019878,-2,-3,-4,-3,2,0,4,-2
1615919159019878,0,-2,-4,-4,7,7,-3,-1
1615919159020879,-1,0,5,2,16,-2,-6,-1
1615919159020879,0,-2,-3,-3,11,10,13,0
1615919159042790,-1,-3,-6,-3,-4,-1,-1,1
1615919159042790,1,3,-1,-2,-1,21,18,2
1615919159043786,-3,-4,-4,-2,16,-14,-26,-4
1615919159043786,0,2,8,3,-32,-5,0,-1
1615919159065863,-1,-1,-3,-1,9,5,-1,-1
1615919159065863,0,-1,2,3,14,2,-1,-3
1615919159067173,-2,-1,-8,-4,-17,-1,11,-1
